reference_key,load,topology,seed,state_rows,positive_rows,nonpositive_rows,build_completed_requests,reference_compute_us_total,build_wall_seconds,build_process_tree_cpu_seconds,build_peak_process_tree_rss_bytes,table_bytes,table_sha256,receipt_sha256,process_observation_sha256
nse-reference.E1.sche_nash.low.homogeneous.n20.Q65.c3517270587f7f63,low,homogeneous,Q65,988,988,0,1839,95949,11.25,9.875,238104576,258796,a5c2b77c75046d80b55e2d319c371af1d8703c7298c6cd8860539cae863022c1,c8e77022da26db9ebe4d3ea66820a67fbb8b78c75d752c72e4650cd1e8993183,d2ebe168b6a5fe78895113d8d449608bee145c4a2bf78bb3e3793cafc4892bc8
nse-reference.E1.sche_nash.low.homogeneous.n20.Q66.db052e0f26a7f696,low,homogeneous,Q66,983,983,0,1743,103801,11.156999999890104,9.875,241852416,257520,4328b38f948b61bdae8ff321de96d5678fff7df9e04014a8a7256690f50faaac,21b565ce2e13ee9b4295c334988bcee9744a58be673b409a75ec5a2a3d6ba451,34965869117db346a032f7a4773fc02a395647026e5e6834941f08ad288ca4a6
nse-reference.E1.sche_nash.low.homogeneous.n20.Q67.3942c2129815f2cc,low,homogeneous,Q67,980,980,0,1871,74187,11.125,9.796875,244822016,256451,1043c0070590f68c1240ab7b95c8807fa4e9d5e0bb9ca2a396d2cc1343f39590,ca43b85f2f9b672b5987a8aabe35dbdee7667fba328fba4ddfd3cbe61d1bb244,832d507eb2662c9f8d9289a3717f81598ccbd8190fe26f44d1c06eb2093994cd
nse-reference.E1.sche_nash.low.homogeneous.n20.Q68.df9b99c8357bbadc,low,homogeneous,Q68,980,980,0,1821,51659,11.328999999910593,10.015625,242036736,255977,bcfe7bacdf345e0acca352d23841a7df2a8adb77caad0fe0c79966110c47b7f1,8e06cd7cbb71f6f3266aceb813b1c57f0b308a53b0c6d75d8f39d14cb5a288de,f63921de9d484faf6d224965391b23737b0eaf46c4c144f2c6554abf5712722b
nse-reference.E1.sche_nash.low.homogeneous.n20.Q69.c3881d4cf85de83b,low,homogeneous,Q69,981,981,0,1340,60784,11.531000000191852,10.046875,235683840,256418,c32042dac8780198b420e6e1b8db6472617f3f3f272439126d869de24b60a8b2,7b562997485a6b376dd2f0b4d65bf62c3cbea2b9380cacf5eee27a15719caf44,b0bee0bd23891649598f6a310c071b2280562777463c19202875ac4179028c79
nse-reference.E1.sche_nash.low.homogeneous.n20.Q70.cc9e8f3780c76add,low,homogeneous,Q70,984,984,0,1012,93514,12.625,11.234375,242016256,257640,37c51e9a116a264e229017d0c6c7d505a10de9bad0b310e577a5573e7fbb580e,1a52308285615beacf6bd02853270c82132e75e6582c59d0f9d13c41640152a2,38ea51f8275c7437638e467ec3f8f84afb859deedd80fbc00e705122325e91d5
nse-reference.E1.sche_nash.low.homogeneous.n20.Q71.f3618213137cbbb0,low,homogeneous,Q71,980,980,0,1275,91986,11.811999999918044,10.515625,240873472,256566,1532f1e842290469a02d0d8175e73c2ea41e58520834b6572f51bdcfe3565672,fce3aeb88df277dd95b1da6688e435bc43bf8dd2a4c4dbc150e6f9706c5aed8e,187cd69ab4615da938091a4cd83d784eb225fcf458c7da8057152a69b006c0f0
nse-reference.E1.sche_nash.low.homogeneous.n20.Q72.aafc3b6eaac83271,low,homogeneous,Q72,962,962,0,1898,72162,11.108999999938533,9.71875,235937792,251652,3311d54487a8090a9f2e1f5578a1f090aaef22bb415d105b951e0d50a5966d58,e4278dd5e1a1ac362c2c95be1220f1c97685bcf92dec6ea51242e5885f981b8b,9404550baa1cd1983998e26d33411eb5f880da4e3d5c2d004126bf39092903dc
nse-reference.E1.sche_nash.low.homogeneous.n20.Q73.4833cdd8f2e409e6,low,homogeneous,Q73,966,966,0,1906,63884,11.375,9.984375,241389568,252536,0e9cb1229f7e383bd2342458321e45b5e57add7a07d6f481805aa9712b9e0679,664e3f02787d223595f53b1b840cf09e920db03c32fbeab770115d0c8f62c592,275cef609ac333c20f113ef569e682ad7dfaa411c58c43586cc31faac1e7de5c
nse-reference.E1.sche_nash.low.homogeneous.n20.Q74.2f0b509f62c5a5a0,low,homogeneous,Q74,984,984,0,1332,61820,11.172000000020489,9.859375,232407040,257095,f745e6dcee2bd54d603db475bce238e7ee2cdde4c1ea6328af7fa49976155530,deeadc574898c0b8ede2a7b9989ee9d911b155ca00ae334f61ee0c09b453ea25,a94a9fb61947f6aace74c27c468e2a44a96a4640d1d065dfd85ceff6637c83f4
nse-reference.E1.sche_nash.low.homogeneous.n20.Q75.fe4b716620827047,low,homogeneous,Q75,991,991,0,219,102279,13.266000000061467,11.953125,240427008,259845,ff1c1a9afa7872e6f8e747da0af53c33433fa3c6ccb545d125fcb3f4312a9a70,4ce7295930a5b1b6c6d5517aedc2204f01fc3a5a298449cc73a380565b329d99,f0ee7428ed0e4863b14d9f73196ef76e43aa296741cc6e32f27292e7a77af8e2
nse-reference.E1.sche_nash.low.homogeneous.n20.Q76.45ab27b6910dca1b,low,homogeneous,Q76,958,958,0,1923,40508,12.469000000040978,10.859375,243961856,250226,b95a92831b586dd9c689d249cf21bfb9067f7559657a062cc6c8e7212a89c6bf,2355a007176776823b18fbd2df977caf55124970e73daef265b681707cecf658,25119b35ab0707caa62e6eddfccdd0cda03ef9307821d0ca7e2f6eb11cab7f3f
nse-reference.E1.sche_nash.low.homogeneous.n20.Q77.73dbc4e6460591dd,low,homogeneous,Q77,981,981,0,1912,95162,12.063000000081956,10.53125,244228096,256889,1556b050d9d70935f8d1719425e51ee7ade6fc4be57bedda2afb8fc357046de4,113e8875edeacb0c73f4c4e6dc310d316f823970897e20e9ac9500666253858f,0c6a48cd831c76a7d65aa392af2a82a4498bca494ba3b16bc18766c1a1e3dcdf
nse-reference.E1.sche_nash.low.homogeneous.n20.Q78.373a734950e42a3d,low,homogeneous,Q78,964,964,0,1851,53028,11.515000000130385,10.15625,232882176,251860,a4b7a1fbf9f900977e2cb06415a2838c247fb13ef9b6b608110eacaae7f6e4c9,9289fe56a99214eb7f8ed2c41eba245db788687ad01563a1f8302f35e880c4dc,3893020d54618d03fef0ecb7ce4ca1b6772fdf321f2a65720e84c087fd5637ff
nse-reference.E1.sche_nash.low.homogeneous.n20.Q79.d18b3dc9c640cd11,low,homogeneous,Q79,974,974,0,1169,91644,11.719000000040978,10.296875,244060160,255095,73ea846b528edce9687be9c10ad5ee5dad4d7f8ba6d63c475e41d6106e55be84,ac816f1ef65c0ad5e8ad95dcdf87795fa735362bb4b949532a8a6c54c6dc861e,4069225f5a5e911426261aabe6b09261fba145678e69ca7d2c59b99f5c7e607c
nse-reference.E1.sche_nash.low.homogeneous.n20.Q80.b37c84b971bfef1e,low,homogeneous,Q80,975,975,0,1836,42876,11.391000000061467,10.09375,232927232,254679,ff10b827dc53692fe3f0264c255b04da47de4f719085ec65e6a7242d1e3f82f1,5402c0382b090d6dbffbb84d995a9816dd31b39c80675530d9cc7043499d02e0,95cbcc317f60590fd9ccc5233028a495f0b5f52bd7c66bcb62d58f7c140f8d94
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q61.381c3d8b4519add9,middle,heterogeneous,Q61,907,907,0,16,209430,14.171999999787658,12.75,232120320,238289,503a7691305bff6cd6d35429204f0e28777c3df215bd9d2b0677378678ddc2ea,daaefbcd746f17a0a6bb2db030eda27521b9a62545ba24e2f23bb0ea483ab9ab,d72ff77a83c7a5a0d945c3af106af3fd1ee9b3dcb6dd03aa1ae2f4f2d81b9129
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q62.7ae4dd5e78197f1e,middle,heterogeneous,Q62,977,977,0,154,83403,12.905999999959022,11.65625,234401792,255558,c0e5c49cfca0e3ef785a539ed69a7b083a175901d60737b2f171583b470eb6e8,dc5a4a251a22d5260d5bd9607277a1a81c74afca9141396b8d4e4d9280012990,c5f9f9ff0540d3acda4eac4d6f5ec690d7312ec0dcae3ab953809204d40fbc7c
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q63.1fc3929ae2e099d2,middle,heterogeneous,Q63,972,972,0,166,147714,13.202999999979511,11.890625,238940160,255029,901e6a25e7befa1bedb61894537b8c31779674e4d55edc48ff88f36111421edc,3d676fba9f2426c6e5261d2047729b307e136102b1f5a774d2c55db38b114249,5ec258f572942f5d7a8c4dc954191173fa08dad5140614a3e2227e5c84286524
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q64.26b1d94489a12672,middle,heterogeneous,Q64,976,976,0,328,143028,12.844000000040978,11.59375,240136192,256242,3e0f65a98b74021ac40d0e7c6d1911699fe6309dce0850ba330d7c208c65f539,745aa10b03cd8ddec598f04bc10010beeed601389e7b664853a8d4f72259f2d4,ebcbe27fad4e86947f8b9f23b7c388d32ec12dd60858a1265c26373bc0095abb
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q65.01efac011222ae3a,middle,heterogeneous,Q65,949,949,0,1194,45490,11.656000000191852,10.171875,240254976,247912,4316def1f7d3e019d7b5ff5fac8c1737cacc3d6aa3ce29293387d1f76994075c,618e41a45f81fd487b8ddae6d9e3aba826eba7b2a37e9ce13bb896087f249056,f64708f0778ece3eb47c62cc8f271426835db1ca35c55068ff7514b026a260a6
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q66.bb399e35c70e5bd8,middle,heterogeneous,Q66,935,935,0,71,32736,12.952999999979511,11.609375,241709056,244111,2213445cfa1aedb4b2eea48d0ea65b34709a6251763a9ee8f61dd4e8ae1cd78f,11a05a913a1806987986187e49ca9cebda970c34a6bd84bf14a653ba84352034,b06bc73afda2757652e8c3484d73363c2101dd2e6a38045dc51d2f349edc07ce
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q67.70a2530bc514c259,middle,heterogeneous,Q67,936,936,0,304,36037,11.437000000150874,10.0625,243314688,244479,be10aa5f945ffa2027d7961c15e2d2562cf4e08b652c616c1f36665f6a3943a8,f84cc713791ceee192703716d332ccdd885fc431247e315626e704982675ee3e,2bf8f0dbc4eeb6851916f3966620cb0fcfa5bd61fe67ea64ace005f733575ac5
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q68.27e1deb650e61c4d,middle,heterogeneous,Q68,951,951,0,254,48890,12.030999999959022,10.703125,244248576,248463,4aef7358a43826f4594e9b092caed1858e6bf1b9cca15369675506cb2233a3d7,7ddec79901aeb2d57c93f9a76ebbcbe91709f7108bd7db9f0e943218a1ebbcaf,cd66b58b5fbe487454a583fbc5193eedfb46b363b93f535793dfe07b403e7197
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q69.61e03435d6ab4aac,middle,heterogeneous,Q69,970,970,0,265,116165,12.75,11.28125,241872896,254261,5ca8d731a9930fa51b1c01fc4eb9fd8880052644f488a4e28b7052a80cbe62b1,8f25248aa82a067df0e49ba5db98cd10ab78541c4b8e131ff4d83d59dcc1629a,374e1cf640baf8e0c7f2539e629b52174e83b6f5b27f17c4df1c250d0616bab5
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q70.bdfa8e33987ccb45,middle,heterogeneous,Q70,976,976,0,1623,51680,11.766000000061467,10.40625,241610752,255013,905bf06350f59b7a37ce4a79b01f62c9c52afd46c915220f4b3757f34db82dd8,0b08e19dc94d436499f808889bc0c0086c7daa5438dac34a0468112768fac5bf,6f0f71adc73504dcd4d867130e8ab402eeb8f13c10e37f8b3c1ebf56bb34a8b7
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q71.9f739013b4330915,middle,heterogeneous,Q71,992,992,0,0,259405,16.75,15.578125,238465024,260753,07caa199908d4088386427185feb0b2088c5ea966ccb8a45e8d6c8c0819a71d1,e92d48a0f6bcea1d22ab04aceb262be012f4469d4eb28e7be0d375113e607e6e,870ec4fd1b4f479d958a811249568d847550236805ae0ccd78635154e8d8ab7a
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q72.4b023cbbae83b0e1,middle,heterogeneous,Q72,952,952,0,168,24337,11.639999999897555,10.3125,239185920,248528,8b189c69356ed03681bedaf281bcb917a455e23044cda958f55b9e430dd16c15,5fbfa1cc6dd3e200347a61d6a97fc5f3e848e3d03004c583b9bc36d3a7335f34,8a6d76e5c31de0a853fa2976d757fcf6c6e30bda4bb67bbf17316dcf957055e3
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q73.e4055e640aac5d65,middle,heterogeneous,Q73,968,968,0,432,63590,11.844000000040978,10.46875,241192960,253087,461af4a738d613f4e2e923eb478e9a551348bc5bc82b80a60d103fb57aaa1a9a,05fd2fd898254ce9e5acc4a626e61910b46f727713c89473c034a315e433bb62,e180489eb9879a1534da4ef2e991d8bdd5da7123db5dd36a0cc9c24439576f33
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q74.81b0c0a7361bc198,middle,heterogeneous,Q74,962,962,0,52,137592,13.469000000040978,12.296875,238837760,252357,454736fb2b2ba9fdf92bf62af60a4f4f4586a2f7d924e0ffe2980c7956223fed,1fc2978807eaadd0e63ffe37f09a82d5d801ca0adae0c4044d9006a7afd4170d,9b3ece7898136c136892f62daa0a78e575cdc5b99a3f7f33711d05e2ce4d9ec2
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q75.9f6a23cb8c99f157,middle,heterogeneous,Q75,951,951,0,867,27572,11.391000000061467,9.953125,243310592,248283,bfc4d675b364d1caeadd231de2b1ff9a9b3cad2dfe58a33b42eaf82126ed834b,5b3680c071b15e4a6877e53b929a1ce1b39199589bd59afebe754532978e5ef9,83a2b8f2d437f437ff52e657cef0235de2d179a34adf9b76f87be15d13f8bd9c
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q76.21dec9e011f5330e,middle,heterogeneous,Q76,977,977,0,142,149768,15.25,13.828125,242913280,256371,bd7e665af5955663dabd2d43617d2a16ebe5579391ae45cfcd1f8613cf41bbac,93f5e27d032250105d2fa6208820bc7d21a310fb71c81eaf9c80cf776ba28a7a,44b35c54981f53e50d751071d4e328f7d5a574b87837bae88209e63c32499fe8
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q77.edbbf8c1e9a4405a,middle,heterogeneous,Q77,983,983,0,1166,119875,13.297000000020489,11.890625,242237440,257967,87f6a3c829f01fd12e2574e10ac98d4aa926db9466d7cca29620a9dc77f4b624,bd79306907f235ab39b085abdf9eb8a8a358d3d6ed8792d20f0952ce561d348b,c1b334ea18264278ce1e1e61e9e03e418a8072182009388c4854727947899368
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q78.ef24308a8c812b61,middle,heterogeneous,Q78,978,978,0,127,237027,21.17200000002049,19.140625,242282496,256996,24e4e112e69a6a66cd5b2411446960f7bb606a4b52ae8930fcc71d7c7500ee93,a8cc6936b3007d3013c8f4b5747d83bc451271aaef1412fd4e55e730f33e0ada,7c604b257894a8f3165363845029f8d3b0744c78e8aa28db4bceb768d0d2472d
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q79.53ee450df463c37d,middle,heterogeneous,Q79,964,964,0,633,94605,14.0,12.46875,240250880,252479,56875b877c10f13136419a790e7272af8f6a813d43ee2602a96716e50004945d,e3dbba0fe5a56bc46f1a54693b89c7629cfbcad8174092505efb16d5d08985d5,c7dbabab93b0bff61bdd3e946117b9ceb1427930e92817a9bd4c27a8761e0c4b
nse-reference.E1.sche_nash.middle.heterogeneous.n20.Q80.2d34faeb4a25dfa7,middle,heterogeneous,Q80,977,977,0,196,121904,15.061999999918044,13.5,240345088,256098,8dfe16367219a7b561c8646a7c0fc44d0f0bae9f15092e16a4f7277425ee1972,171ee2f6354c68f742b5bb8949adc26221090a6e07b62c93994bb3869bb843e2,3d9d2e2dfccf16dd0ff494ec4fdb05cde78cb300c806541bf71c736737c29830
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q61.91189c355683062d,middle,homogeneous,Q61,913,913,0,103,236370,15.906000000191852,14.515625,243855360,240115,ab8f94146d7d34b00875ec6bc7b574e6ac3e01a89b4dc034f12c55e3ebabfbb4,d357445fadcc67b74dbbdadb4877d6aa53987231a167c089bfeb71fb2a310808,65616cf4ec91e66a1bcefcfee025389f1b986b9f432b2cc45281871b4a08b4d4
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q62.6b65b3ffb8677d2b,middle,homogeneous,Q62,970,970,0,148,101142,15.483999999938533,13.921875,243380224,253917,a06f0d7c62def9a40044a6f44f71094e9bc2cc716e8b01485ba6bad5c5f56b84,42a61a855239f74bad4c371392659e8d75e3c3967d3c7c95f13e0628863a955c,9411a6f759ecd0c07504b0751d52fc9ca21b01c20aa863a5f00f58b67383273b
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q63.065282adefdad5b8,middle,homogeneous,Q63,967,967,0,211,188856,16.280999999959022,14.359375,242622464,253862,586ca524c467309fe31ce7c641faced843356eb13cec71867db05f94634d0ef6,3369fc75d81b1c25569ae064cefe2bf8d75c30dfbaf1bf8229f36a53fe72d679,2ed2a20315bc56b25ae8c87f3729337654128721f66162556919ab334a7bc5bc
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q64.52af51981004f6fa,middle,homogeneous,Q64,979,979,0,834,216826,14.530999999959022,12.96875,232042496,257145,2146b8c140664e0bb71473cc920d2034c8ab93474ba04d514194f54f4bd89292,c92bab319146e320cd08832eda9c83ecb87253b4bc63fcdbd5147e0942a3f3f0,56304d0c2a70005da05c8441de6e3a6f0b4434c894a350e208d3fc9915a7f242
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q65.b6c4303aabfced32,middle,homogeneous,Q65,957,957,0,858,38821,12.108999999938533,10.34375,232357888,249870,a601b00ef25d2a5cbf29d7648bf1360d7bfdf5eb1ce6804da145cac2e177ec81,714187e96934fba36ccfcbd511c9bab9a26de9fa523be66ef327b2ce4b48f40a,4e9ca2d0af236262d57ac2acb1b3752611c1ef1e8323ffb34ed8e7ea7dc9598f
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q66.9d24f32d5590a2da,middle,homogeneous,Q66,952,952,0,186,48533,13.202999999979511,11.703125,243761152,248748,bd5ffe36d0afddd05748687471832f93a2853f11ada3a0af08894daf65bc034b,069028332eaa422c6e4f16fc995989ce96717284998a24faf000aa4c49bd2b2f,34f690064585a76676de35e4f02269f9f3c8b684eda6faa5cf350fa7be729061
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q67.abe4af89b2a688cc,middle,homogeneous,Q67,942,942,0,453,34224,12.077999999979511,10.65625,236605440,246046,17ecc4adcf4637f8a7dcb71f9ecb8ffadf89add429400be578f0010da63046e4,351b2e356f00945396808d05f8e90299048d3bcec81b649a5b3c788c82628629,62963b30aab5f7080410372520bd864b6dbd833a9f77ff88a21f160f21a01a70
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q68.f90d984d67417429,middle,homogeneous,Q68,961,956,5,156,39465,12.25,11.03125,231890944,251114,8a91bf09a4b076b101357674dc2b85dccf2565130f55363bde4666e76ddcd838,f5076eca7210b1389979ea89f21421e2a9ca9b9e9d69310d4f587c7c1862e358,3d8f11224a487ad544b574858a166fe1dff5f186824d8c9dd0b7c1d80643a3ee
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q69.7ff1294e69cf4ef5,middle,homogeneous,Q69,971,971,0,715,114462,12.952999999979511,11.59375,242880512,254603,0b7a804f9cc09d5fa027823ea78c98a7405eaf7f820fa31893fe52ba0c184a8d,73d621492ab37c3bf0a241f726a82967eacb9fed7d8d2759518c902964ab98e2,0964099c9e594b1c2791653c2fdd55817e3be0e753767c636a8145b6ff97fb7c
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q70.c11d85effb3ef781,middle,homogeneous,Q70,969,969,0,1821,47289,11.952999999979511,10.671875,240013312,253133,b4054864a608657156bbc57e3533b83263cdfb5869ef79a6ce2ffaaff5298904,6ea9a0f5159529c1f0cefa34cee115ab74386c1a39c511c495df10c9b61eb6e3,f38284f92a21d4893db0c5d34c9808ac991afcea3971f8f919257d8056ebddc8
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q71.ce9676ed245168e3,middle,homogeneous,Q71,963,963,0,0,243218,18.062999999849126,16.75,231997440,253007,92fa88772f24859984fbc8c5169746295d3571aab9cb7025020ff6b571cdd1d9,807903840c2c433afbc231d35be9c238e9aea7a93f2c43a1aa36d32bf1b290e9,b523fecaabca83c9505399b8f0b12988022a4e205e0cddb284574ede0adb3853
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q72.3defc8b74621d576,middle,homogeneous,Q72,957,957,0,468,33077,12.172000000020489,10.6875,239927296,249874,5e55825913b9875e9b7cc1e7ba26b12d3ddb97946fa83a5541e66b82e83e1f8b,259b9c028690afdce6cb719a3e99f12cc2fc1849472727e0430bd5a4c05c2600,d2db8a883785563d102ca47d35ae845a36856766491eec5a1b619b51be237b61
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q73.22a226e06608a60b,middle,homogeneous,Q73,972,972,0,266,54121,12.561999999918044,11.125,234319872,254031,1b413ab272335b302ce6489174e2594461fd3017bbcae04220e899062fd5e935,0279c2811ac5a06aa9990e599e9a72715469e5ddcc2d3c0563294036f28eba35,ba086b63fb45096bd384cb8a59cf4812da293fbd40d16d413db4de8ae436249d
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q74.0736c5c56d601b1c,middle,homogeneous,Q74,965,965,0,100,190293,14.359999999869615,13.015625,232439808,253372,fbfe5c7fd78e21e88f74fa58508b190a4e000be0d67dd079e3c3daec60377e19,84621ec8b4c7bfb5fd1cb5df5eb6cb228ea80a39f163525b81a29e58afff9ecd,20c9e300e14c374db28981d9980bcd61a7b1083f2e29690537454a2928c924ed
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q75.1dfd16e72cb27023,middle,homogeneous,Q75,949,949,0,989,34210,12.452999999979511,11.109375,239607808,247728,c0b7e4b4eadfad763f57728d7e51f79cf3adce9e0aea5cbd17b313dd912ff84b,d57a19a205c0a89eeaa4a7d17f955b084397a6191b71c7ac4942d394bab9549f,53c0ad3e9ba315fc6506a41b426fcc1291ebb48b3f766634b538bde111fa77cd
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q76.b1b5611498bf137a,middle,homogeneous,Q76,976,976,0,162,221765,16.687999999849126,15.40625,232280064,256623,6ce3555e9e78f142210f96014e4cdaccdb0bbb0ed1a5dc3117b276521d9c656b,5f97fc59aa54b3379f1b2321780fb79b01f663e23368ce46b3084119e66d3c31,97932753cc77b07c13ef6ff2bacfb5db66b6dc8f862f03fd89ccf8f6ae66e5fc
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q77.a831cd6544b07ea6,middle,homogeneous,Q77,983,983,0,1954,180984,13.297000000020489,11.9375,234364928,258409,3d7ce77624be3e2ed431d29c5ef2d58c33cbfeb2fab69bc51385e598f6682546,057decf72bde630da9ced99b71d587a84d5c83d7457c07ab0e8348adb6ac756a,9912fa00f3bbee4035377c7e527984ac166dba05be3bec29effbdd0b0ac14fec
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q78.6af11daed1420f59,middle,homogeneous,Q78,975,975,0,109,217121,19.468999999808148,18.140625,240795648,256118,ed3f226b872d8ecbc4606f4701e5aae422b1c6291c67c1cda04ba21058c843a2,feed89eaef7e2c3e1bc61d06a6a2d1440384dd8da19904c90e7f22d1d3569d5e,ee223f20b7171cbe97c25ae64a8d61749b3788020e804fd63dd0e32fe1bae18f
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q79.d2a4fc78e58514de,middle,homogeneous,Q79,966,966,0,2167,171073,13.313000000081956,11.921875,240754688,253564,f9c267d171b95f4ecc0013bc09eee04aba2a71ca3cf98250414eef7159e11c2f,021aaf47b826bb7c8b17868b5e34d785166fdb899cd491516625224225c86249,5f2e507e5ba8e41a62354ffd4976a2971a5e645b13fba87f8bc00567ab4b7246
nse-reference.E1.sche_nash.middle.homogeneous.n20.Q80.9d39093557a0c79c,middle,homogeneous,Q80,971,971,0,250,127571,14.578999999910593,13.21875,239128576,254526,c96b1a03d248bb9daaae0a5764a8ef0792897809791a2646cbc01130b93e5da6,87c11e204ab3877f44ed15bbcc772673c05042a3ffb4f48d9e20e740aa6070fb,2dfc5886c7511c76d44086d0f0eedb942f7a3e43ad03c4c277c697b6a40fd318
